"","lat","lon","lugar"
"515",-100.3160494,25.7005537,"PLAZA DE TOROS MONUMENTAL MONTERREY"
"516",-103.326287,20.702471,"PLAZA DE TOROS NUEVO PROGRESO"
"517",-100.741327,20.9118925,"PLAZA DE TOROS ORIENTE"
"518",-100.405265,20.5749189,"PLAZA DE TOROS SANTA MARIA"
"519",-99.1813939,19.298132,"PLAZA INBURSA CUICUILCO"
"520",-102.3068279,21.8749179,"PLAZA MONUMENTAL AGUASCALIENTES"
"521",-100.3160494,25.7005537,"PLAZA MONUMENTAL MONTERREY"
"522",-117.1215363,32.5335248,"PLAZA MONUMENTAL TIJUANA"
"523",-97.9364803,29.8843439,"PLAZA SAN MARCOS"
"524",-100.201453,25.6641155,"PLAZA SAN ROQUE"
"525",-101.2794962,20.9939898,"POLIDEPORTIVO CODE 1"
"526",-103.4454256,20.6647802,"POLIDEPORTIVO METROPOLITANO DE TENIS"
"527",NA,NA,"POLIDEPORTIVO VALENTIN GOMEZ FARIAS"
"528",-86.8348399,21.1010061,"POLIFORUM BENITO JUAREZ"
"529",-101.6556841,21.1159749,"POLIFORUM DE LEON"
"530",-98.7550913,20.1082052,"POLIFORUM JOSE MARIA MORELOS"
"531",-122.3202544,47.6121847,"POOL GARAGE BAR"
"532",-99.2005179,19.3119862,"PREDIO ATLACOLIGIA"
"533",NA,NA,"PREDIO ESTRELLON"
"534",-99.1894558,19.4194815,"PRIMERA SECCION BOSQUE DE CHAPULTEPEC"
"535",-99.1530499,19.4298676,"PROYECTO PUBLICO PRIM"
"536",NA,NA,"P STAGE"
"537",NA,NA,"QPWZL NOVENUE"
"538",NA,NA,"QPWZL VENUE ONLY FOR TEST 46 90"
"539",-100.2618246,25.5891127,"QUINTA EL CIELO"
"540",-99.1578988,19.3958433,"RACING VIP LOUNGE"
"541",-99.203746,19.439605,"RAGGA CLUB"
"542",-99.203746,19.439605,"RAGGA MUSIC HALL"
"543",NA,NA,"RAIN BY CLASICO"
"544",-82.6303382,39.7142409,"R AND R LIVE"
"545",-103.389796,20.6793226,"RESTAURANTE ALCALDE"
"546",-103.4125419,20.7101392,"RESTAURANTE ALMACEN DEL BIFE"
"547",-99.1754857,19.2875079,"RESTAURANTE ARROYO"
"548",-103.3697616,20.6695522,"RESTAURANTE EL HUESO"
"549",-118.754871,34.144391,"RESTAURANTE LA PLATA"
"550",-3.5560148,37.1272281,"RESTAURANTE LOS CEREZOS"
"551",-103.3818978,20.6971835,"RESTAURANTE OFELIA BISTRO"
"552",-100.4378469,20.6748431,"RESTAURANTE SANTEO MAR"
"553",-103.4130513,20.7106932,"RESTAURANTE TALENTO"
"554",-84.623755,33.949475,"RESTAURANTE VINCENT"
"555",-99.1673165,19.4101571,"RIOMA CLUB"
"556",-87.1670412,20.5536295,"RIVIERA MAYA"
"557",-122.1753791,37.4331189,"ROCK SON"
"558",-99.1254269,19.3039125,"ROCK SON COAPA"
"559",-105.9987337,35.6405539,"RODEO SANTA FE"
"560",-90.115222,30.0214196,"SALA"
"561",-99.1954235,19.4241276,"SALA CCB"
"562",-99.1693514,19.4161168,"SALA CHOPIN"
"563",-99.163739,19.4220351,"SALA CORONA"
"564",-99.0915506,19.4076002,"SALA DE ARMAS"
"565",-8.002609,40.4353613,"SALA DE CAMARA"
"566",-99.141149,19.4355646,"SALA MANUEL M PONCE PALACIO DE BELLAS ARTES"
"567",-99.1844542,19.3143748,"SALA NEZAHUALCOYOTL"
"568",-100.422313,25.662034,"SALA POLIVALENTE DEL CENTRO ROBERTO GARZA SADA UDEM"
"569",-99.163739,19.4220351,"SALA PUEBLA"
"570",-99.178715,19.30269,"SALA SILVESTRE REVUELTAS"
"571",-99.1951113,19.4233806,"SALA XAVIER VILLAURRUTIA"
"572",-58.3918418,-34.5824626,"SALON DE ACTOS DE LA FACULTAD DE DERECHO"
"573",-103.381293,20.733318,"SALON DE ENSAYOS AUDITORIO TELMEX"
"574",NA,NA,"SALON DEL CONSEJO UNIVERSITARIO"
"575",NA,NA,"SALONES DE FIESTAS GAPIED PRESTIGE"
"576",-93.145339,16.742236,"SALON GLUCK CHIAPAS"
"577",-99.2261221,19.5255114,"SALON GRAN RECINTO"
"578",-118.3294377,34.0988925,"SALON LOS ANGELES"
"579",-99.6483296,19.2743224,"SALON ROJO DEL CLUB TOLUCA"
"580",-81.810165,26.388905,"SALON SHANGRI LA"
"581",-78.8817585,33.7169683,"SEÑOR FROGS CLUB BEACH"
"582",-106.4126415,31.6789201,"SEÑORIAL EVENTOS"
"583",-99.1562474,19.4327807,"SEVILLA PALACE"
"584",-100.3627682,25.6432674,"SIERRA MADRE TENNIS CLUB"
"585",-100.9920245,25.452146,"SISTEMAS"
"586",-74.4402149,40.1370678,"SIX FLAGS"
"587",-80.724627,40.071349,"SNAKE CLUB"
"588",-99.0857631,19.3820924,"SUPERMULTIPADRISIMO"
"589",NA,NA,"SWITCH BAR TERRAZA ROJA"
"590",-99.1683913,19.4168048,"TARA ROMA"
"591",-99.1506438,19.3967594,"TEATRO 11 DE JULIO"
"592",-102.291545,21.857127,"TEATRO AGUASCALIENTES"
"593",-103.3483069,20.6978499,"TEATRO ALARIFE MARTIN CASILLAS"
"594",-99.1617037,19.4381289,"TEATRO ALDAMA"
"595",-106.422611,23.19803,"TEATRO ANGELA PERALTA"
"596",-3.708205,40.421174,"TEATRO ARLEQUIN"
"597",-99.160902,19.4320454,"TEATRO BENITO JUAREZ"
"598",-101.6605338,21.1141219,"TEATRO BICENTENARIO"
"599",-99.1407423,19.438505,"TEATRO BLANQUITA"
"600",-99.1554512,19.4296366,"TEATRO CASA AMERICANA"
"601",-99.2040887,19.5389717,"TEATRO CENTENARIO"
"602",-4.4187323,36.7245796,"TEATRO CERVANTES"
"603",-100.3305816,25.6639171,"TEATRO CONVEX"
"604",-103.3447237,20.6770658,"TEATRO DEGOLLADO"
"605",-99.1372488,19.4366936,"TEATRO DE LA CIUDAD DE MEXICO"
"606",-100.309311,25.66895,"TEATRO DE LA CIUDAD DE MONTERREY"
"607",-100.275658,25.759295,"TEATRO DE LA CIUDAD SAN NICOLAS DE LOS GARZA"
"608",-99.1864276,19.3642778,"TEATRO DE LA COMEDIA WILBERTO CANTON"
"609",-99.1949022,19.4235222,"TEATRO DE LA DANZA"
"610",-99.1947208,19.3902548,"TEATRO DE LA JUVENTUD"
"611",-97.5045435,25.8811757,"TEATRO DE LA REFORMA"
"612",-100.3927767,20.5942961,"TEATRO DE LA REPUBLICA"
"613",-97.9773724,29.5842866,"TEATRO DE LAS ARTES"
"614",-100.419921,25.662837,"TEATRO DE LA UDEM"
"615",-115.485549,32.651277,"TEATRO DEL CENTRO DE LAS ARTES"
"616",-99.1807771,19.3631183,"TEATRO DEL CENTRO LIBANES"
"617",-102.2930413,21.866273,"TEATRO DEL IMSS AGUASCALIENTES"
"618",-90.537819,19.8393773,"TEATRO DEL IMSS CAMPECHE LIC IGNACIO GARCIA TELLEZ"
"619",-107.3905383,24.7961721,"TEATRO DEL IMSS CULIACAN OSCAR LIERA"
"620",-103.3504801,20.6616488,"TEATRO DEL IMSS GUADALAJARA"
"621",-98.228614,19.325766,"TEATRO DEL IMSS LEON LIC IGNACIO GARCIA"
"622",-89.6040668,20.9780684,"TEATRO DEL IMSS MERIDA DR JOAQUIN JIMENEZ"
"623",-101.2024322,19.7029727,"TEATRO DEL IMSS MORELIA STELLA INDA"
"624",-100.4053267,20.5810385,"TEATRO DEL IMSS QUERETARO"
"625",-117.009489,32.5148083,"TEATRO DEL IMSS TIJUANA"
"626",-99.6469299,19.2896294,"TEATRO DEL IMSS TOLUCA"
"627",-102.5788,22.775195,"TEATRO DEL IMSS ZACATECAS"
"628",-106.084611,28.6531728,"TEATRO DE LOS HEROES"
"629",-99.1824701,19.364163,"TEATRO DE LOS INSURGENTES"
"630",-99.2882889,19.3956637,"TEATRO DEL PARQUE INTERLOMAS"
"631",-104.8986445,21.5147068,"TEATRO DEL PUEBLO DE TEPIC"
"632",-103.3493567,20.6655003,"TEATRO DIANA"
"633",-72.938215,-41.4718667,"TEATRO DIEGO RIVERA"
"634",-99.1948176,19.4239927,"TEATRO EL GALEON"
"635",-99.1944864,19.4235829,"TEATRO EL GRANERO"
"636",-99.1503292,19.3512545,"TEATRO ENRIQUE LIZALDE"
"637",-103.3785171,20.7366888,"TEATRO ESTUDIO CAVARET"
"638",-101.6605338,21.1141219,"TEATRO ESTUDIO DEL TEATRO DEL BICENTENARIO"
"639",-106.4448202,31.7436374,"TEATRO EXPERIMENTAL"
"640",-102.5733681,22.7751717,"TEATRO FERNANDO CALDERON"
"641",-101.0000038,25.4336936,"TEATRO FERNANDO SOLER"
"642",-99.1501248,19.4526843,"TEATRO FERROCARRILERO"
"643",-96.1403723,19.2013443,"TEATRO FRANCISCO JAVIER CLAVIJERO"
"644",-99.1387117,19.4367425,"TEATRO FRU FRU"
"645",-103.4046578,20.6460328,"TEATRO GALERIAS"
"646",-99.1397472,19.440209,"TEATRO GARIBALDI"
"647",-99.2261221,19.5255114,"TEATRO GRAN RECINTO"
"648",-99.1416493,19.4366788,"TEATRO HIDALGO"
"649",-99.1846826,19.4065467,"TEATRO HIPODROMO CONDESA"
"650",-99.2105072,19.333392,"TEATRO INDEPENDENCIA"
"651",-99.1376675,19.4527154,"TEATRO ISABELA CORONA"
"652",-99.1520066,19.4357755,"TEATRO JIMENEZ RUEDA"
"653",-99.1634321,19.4347672,"TEATRO JORGE NEGRETE"
"654",-103.4303006,20.726026,"TEATRO JOSE PABLO MONCAYO"
"655",-101.2530434,21.0152553,"TEATRO JUAREZ"
"656",-99.1953071,19.4233983,"TEATRO JULIO CASTILLO"
"657",-99.1611828,19.3960324,"TEATRO JULIO PRIETO"
"658",-99.234133,19.4998385,"TEATRO LAS TORRES"
"659",-99.1986948,19.4527738,"TEATRO LEGARIA"
"660",-99.1802823,19.3637103,"TEATRO LIBANES"
"661",-99.1903811,19.3454184,"TEATRO LOPEZ TARSO"
"662",-96.7235381,17.0615736,"TEATRO MACEDONIO ALCALA"
"663",-99.1656094,19.4408144,"TEATRO MANOLO FABREGAS"
"664",-101.6800591,21.1229986,"TEATRO MANUEL DOBLADO"
"665",-101.6828297,21.1239113,"TEATRO MARIA GREVER"
"666",-99.604861,19.264094,"TEATRO METEPEC"
"667",-99.1468617,19.4334842,"TEATRO METROPOLITAN"
"668",-99.2076859,19.5090497,"TEATRO MEXICO"
"669",-99.1567287,19.4299776,"TEATRO MILAN"
"670",-102.2970497,21.8803011,"TEATRO MORELOS AGUASCALIENTES"
"671",-99.6591069,19.2921936,"TEATRO MORELOS TOLUCA"
"672",-103.4616692,25.539815,"TEATRO NAZAS"
"673",-99.4875567,27.4821981,"TEATRO NETZAHUALCOYOTL"
"674",-99.2882889,19.3956637,"TEATRO NEXTEL DEL PARQUE INTERLOMAS"
"675",-99.1648003,19.4243507,"TEATRO NH"
"676",-100.2990487,25.7315118,"TEATRO NOVA"
"677",-99.2353599,18.9224905,"TEATRO OCAMPO"
"678",-99.1828187,19.4371628,"TEATRO OFELIA"
"679",-99.1954078,19.4230706,"TEATRO ORIENTACION"
"680",-0.8793193,41.6518814,"TEATRO PRINCIPAL"
"681",-98.1923809,19.0446061,"TEATRO PRINCIPAL PUEBLA"
"682",-99.1631701,19.3442443,"TEATRO RAFAEL SOLANA"
"683",-99.1528345,19.3561354,"TEATRO RAMIRO JIMENEZ"
"684",-102.5783032,22.7570409,"TEATRO RAMON LOPEZ VELARDE"
"685",-101.4139848,26.943651,"TEATRO RAUL FLORES CANELO"
"686",-99.1655946,19.4410845,"TEATRO RENACIMIENTO"
"687",-99.2004162,19.303276,"TEATRO ROYAL PEDREGAL"
"688",-103.4532089,25.5302743,"TEATRO SALVADOR NOVO"
"689",-99.2395248,19.6352847,"TEATRO SAN BENITO ABAD"
"690",-99.2105072,19.333392,"TEATRO SAN JERONIMO INDEPENDENCIA"
"691",-99.1660174,19.4414985,"TEATRO SAN RAFAEL"
"692",-99.2750532,19.3595566,"TEATRO SANTA FE ZENTRIKA"
"693",-99.1607655,19.44575,"TEATRO SERGIO MAGAÑA"
"694",-99.1546549,19.4311971,"TEATRO SILVIA PINAL"
"695",-99.1864276,19.3642778,"TEATRO SOGEM WILBERTO CANTON"
"696",-99.2039566,19.4413467,"TEATRO TELCEL"
"697",-99.1213025,19.4734179,"TEATRO TEPEYAC"
"698",-75.6103518,6.2327471,"TEATRO UDEM"
"699",-100.2803985,25.6140762,"TEATRO UNIVERSITARIO MEDEROS"
"700",-105.231081,20.617141,"TEATRO VALLARTA"
"701",-99.1587364,19.434578,"TEATRO VENUSTIANO CARRANZA"
"702",-106.4449431,31.7436564,"TEATRO VICTOR HUGO RASCON BANDA"
"703",-102.3031861,21.876823,"TEATRO VICTOR SANDOVAL"
"704",-99.1655105,19.441348,"TEATRO VIRGINIA FABREGAS"
"705",-103.3828891,20.6785081,"TEATRO VIVIAN BLUMENTHAL"
"706",-99.2750532,19.3595566,"TEATRO ZENTRIKA SANTA FE"
"707",-99.1355819,19.2853955,"TECNOLOGICO DE MONTERREY CAMPUS CIUDAD DE MEXICO"
"708",-103.454912,20.7350077,"TECNOLOGICO DE MONTERREY CAMPUS GUADALAJARA"
"709",-99.1818607,19.3657931,"TELON DE ASFALTO"
"710",-98.1956787,19.0426507,"TEMPLO DE LA COMPAÑIA"
"711",-99.1322336,19.4359338,"TEMPLO DE LA ENSEÑANZA"
"712",-101.2572781,21.041155,"TEMPLO DE LA VALENCIANA"
"713",-99.1389415,19.4279059,"TEMPLO DE REGINA COELLI FCH"
"714",-96.7232421,17.0656987,"TEMPLO DE SANTO DOMINGO"
"715",-103.8339696,20.8750025,"TEQUILAS TEXCOCO"
"716",-71.525061,43.208323,"TEQUILLAS RODEO"
"717",NA,NA,"TERRAZA PALCO CUERNAVACA"
"718",NA,NA,"TICKET2RIDE"
"719",-99.244934,19.252127,"TOCHO AJUSCO"
"720",-103.3962155,20.6544094,"TRASLOMA"
"721",-99.7434744,19.2537752,"UNIDAD CULTURAL DEL SNTE"
"722",-99.229034,19.4753589,"UNIDAD DEPORTIVA CUAUHTEMOC"
"723",-87.0607088,20.6525134,"UNIDAD DEPORTIVA LUIS DONALDO COLOSIO"
"724",-98.3262723,19.0677312,"UNIDAD DEPORTIVA SAN PEDRO"
"725",-86.844339,21.061556,"UNIVERSIDAD ANAHUAC DEL SUR CANCUN"
"726",-99.1710412,19.4139188,"UN TEATRO"
"727",-99.2634594,19.507488,"UVM CAMPUS LOMAS VERDES"
"728",-100.3476843,25.6587678,"VALLE ORIENTE MONTERREY"
"729",-77.4359199,37.5424667,"VDMAS"
"730",-118.3618787,34.1520705,"VENDOME TOLUCA"
"731",-100.674012,20.909012,"VINICOLA TOYAN"
"732",-99.20533,19.546253,"VIU MEXICO BY AVALON"
"733",NA,NA,"VIVEXPRESS"
"734",-94.7406264,38.8832522,"VOGA"
"735",-99.203794,19.439386,"VOILA ACOUSTIQUE"
"736",-115.1959803,36.1253808,"VOLCANO CAFE"
"737",-74.1181971,42.0409247,"WOODSTOCK"
"738",NA,NA,"WOODSTOCK VALLE"
"739",-74.0133795,40.7127431,"WORLD TRADE CENTER"
"740",-99.2338831,19.4998234,"WORLD TRADE CENTER MEXIQUENSE"
"741",-96.1051342,19.1374963,"WORLD TRADE CENTER VERACRUZ"
"742",-80.1539461,26.1912009,"XTREME PARK"
"743",-99.1648496,19.4246075,"YOUKALI CABARET"
"744",-99.1370764,19.4340688,"ZINCO JAZZ CLUB"
"745",-88.5677826,20.6842849,"ZONA ARQUEOLOGICA DE CHICHEN ITZA"
"746",-98.3017913,19.0593986,"ZONA ARQUEOLOGICA DE CHOLULA"
"747",-95.1544813,38.0829429,"NA"
"748",-95.1544813,38.0829429,"NA"
"749",-95.1544813,38.0829429,"NA"
"750",-95.1544813,38.0829429,"NA"
"751",-95.1544813,38.0829429,"NA"
"752",-95.1544813,38.0829429,"NA"
"753",-95.1544813,38.0829429,"NA"
"754",-95.1544813,38.0829429,"NA"
"755",-95.1544813,38.0829429,"NA"
"756",-95.1544813,38.0829429,"NA"
"757",-95.1544813,38.0829429,"NA"
"758",-95.1544813,38.0829429,"NA"
"759",-95.1544813,38.0829429,"NA"
"760",-95.1544813,38.0829429,"NA"
"761",-95.1544813,38.0829429,"NA"
"762",-95.1544813,38.0829429,"NA"
"763",-95.1544813,38.0829429,"NA"
"764",-95.1544813,38.0829429,"NA"
"765",-95.1544813,38.0829429,"NA"
"766",-95.1544813,38.0829429,"NA"
"767",-95.1544813,38.0829429,"NA"
"768",-95.1544813,38.0829429,"NA"
"769",-95.1544813,38.0829429,"NA"
"770",-95.1544813,38.0829429,"NA"
"771",-95.1544813,38.0829429,"NA"
"772",-95.1544813,38.0829429,"NA"
"773",-95.1544813,38.0829429,"NA"
"774",-95.1544813,38.0829429,"NA"
"775",-95.1544813,38.0829429,"NA"
"776",-95.1544813,38.0829429,"NA"
"777",-95.1544813,38.0829429,"NA"
"778",-95.1544813,38.0829429,"NA"
"779",-95.1544813,38.0829429,"NA"
"780",-95.1544813,38.0829429,"NA"
"781",-95.1544813,38.0829429,"NA"
"782",-95.1544813,38.0829429,"NA"
"783",-95.1544813,38.0829429,"NA"
"784",-95.1544813,38.0829429,"NA"
"785",-95.1544813,38.0829429,"NA"
"786",-95.1544813,38.0829429,"NA"
"787",-95.1544813,38.0829429,"NA"
"788",-95.1544813,38.0829429,"NA"
"789",-95.1544813,38.0829429,"NA"
"790",-95.1544813,38.0829429,"NA"
"791",-95.1544813,38.0829429,"NA"
"792",-95.1544813,38.0829429,"NA"
"793",-95.1544813,38.0829429,"NA"
"794",-95.1544813,38.0829429,"NA"
"795",-95.1544813,38.0829429,"NA"
"796",-95.1544813,38.0829429,"NA"
"797",-95.1544813,38.0829429,"NA"
"798",-95.1544813,38.0829429,"NA"
"799",-95.1544813,38.0829429,"NA"
